Município,Microrregião,Estado
Caturama,Brumado,Bahia
Brumado,Brumado,Bahia
Aracatu,Brumado,Bahia
Érico Cardoso,Brumado,Bahia
Abaíra,Brumado,Bahia
Wenceslau Guimarães,Ipiaú,Bahia
Ubatã,Ipiaú,Bahia
Teolândia,Ipiaú,Bahia
Piraí do Norte,Ipiaú,Bahia
Nova Ibiá,Ipiaú,Bahia
Itamari,Ipiaú,Bahia
Itagibá,Ipiaú,Bahia
Ipiaú,Ipiaú,Bahia
Ibirataia,Ipiaú,Bahia
Gongogi,Ipiaú,Bahia
Gandu,Ipiaú,Bahia
Dário Meira,Ipiaú,Bahia
Barra do Rocha,Ipiaú,Bahia
Potiraguá,Itapetinga,Bahia
Maiquinique,Itapetinga,Bahia
Macarani,Itapetinga,Bahia
Itororó,Itapetinga,Bahia
Itarantim,Itapetinga,Bahia
Itapetinga,Itapetinga,Bahia
Urandi,Guanambi,Bahia
Tanque Novo,Guanambi,Bahia
Sebastião Laranjeiras,Guanambi,Bahia
Rio do Antônio,Guanambi,Bahia
Riacho de Santana,Guanambi,Bahia
Pindaí,Guanambi,Bahia
Palmas de Monte Alto,Guanambi,Bahia
Mortugaba,Guanambi,Bahia
Matina,Guanambi,Bahia
Malhada,Guanambi,Bahia
Licínio de Almeida,Guanambi,Bahia
Lagoa Real,Guanambi,Bahia
Jacaraci,Guanambi,Bahia
Iuiú,Guanambi,Bahia
Igaporã,Guanambi,Bahia
Ibiassucê,Guanambi,Bahia
Guanambi,Guanambi,Bahia
Guajeru,Guanambi,Bahia
Feira da Mata,Guanambi,Bahia
Carinhanha,Guanambi,Bahia
Candiba,Guanambi,Bahia
Caetité,Guanambi,Bahia
Caculé,Guanambi,Bahia
Botuporã,Guanambi,Bahia
Sítio do Mato,Bom Jesus da Lapa,Bahia
Serra do Ramalho,Bom Jesus da Lapa,Bahia
Paratinga,Bom Jesus da Lapa,Bahia
Macaúbas,Bom Jesus da Lapa,Bahia
Ibipitanga,Bom Jesus da Lapa,Bahia
Boquira,Bom Jesus da Lapa,Bahia
Bom Jesus da Lapa,Bom Jesus da Lapa,Bahia
Wanderley,Barreiras,Bahia
Tabocas do Brejo Velho,Barreiras,Bahia
Serra Dourada,Barreiras,Bahia
São Desidério,Barreiras,Bahia
Santa Rita de Cássia,Barreiras,Bahia
Santana,Barreiras,Bahia
Riachão das Neves,Barreiras,Bahia
Mansidão,Barreiras,Bahia
Luís Eduardo Magalhães,Barreiras,Bahia
Formosa do Rio Preto,Barreiras,Bahia
Cristópolis,Barreiras,Bahia
Cotegipe,Barreiras,Bahia
Catolândia,Barreiras,Bahia
Brejolândia,Barreiras,Bahia
Barreiras,Barreiras,Bahia
Baianópolis,Barreiras,Bahia
Angical,Barreiras,Bahia
São Félix do Coribe,Santa Maria da Vitoria,Bahia
Santa Maria da Vitória,Santa Maria da Vitoria,Bahia
Jaborandi,Santa Maria da Vitoria,Bahia
Correntina,Santa Maria da Vitoria,Bahia
Coribe,Santa Maria da Vitoria,Bahia
Cocos,Santa Maria da Vitoria,Bahia
Canápolis,Santa Maria da Vitoria,Bahia
Uibaí,Irecê,Bahia
São Gabriel,Irecê,Bahia
Presidente Dutra,Irecê,Bahia
Mulungu do Morro,Irecê,Bahia
Morro do Chapéu,Irecê,Bahia
Lapão,Irecê,Bahia
Jussara,Irecê,Bahia
João Dourado,Irecê,Bahia
Itaguaçu da Bahia,Irecê,Bahia
Irecê,Irecê,Bahia
Ibititá,Irecê,Bahia
Ibipeba,Irecê,Bahia
Central,Irecê,Bahia
Canarana,Irecê,Bahia
Cafarnaum,Irecê,Bahia
Bonito,Irecê,Bahia
Barro Alto,Irecê,Bahia
Barra do Mendes,Irecê,Bahia
América Dourada,Irecê,Bahia
Xique-Xique,Xique-Xique – Barra,Bahia
Oliveira dos Brejinhos,Xique-Xique – Barra,Bahia
Muquém de São Francisco,Xique-Xique – Barra,Bahia
Morpará,Xique-Xique – Barra,Bahia
Ipupiara,Xique-Xique – Barra,Bahia
Ibotirama,Xique-Xique – Barra,Bahia
Gentio do Ouro,Xique-Xique – Barra,Bahia
Buritirama,Xique-Xique – Barra,Bahia
Brotas de Macaúbas,Xique-Xique – Barra,Bahia
Barra,Xique-Xique – Barra,Bahia
Uauá,Juazeiro,Bahia
Sobradinho,Juazeiro,Bahia
Sento Sé,Juazeiro,Bahia
Remanso,Juazeiro,Bahia
Pilão Arcado,Juazeiro,Bahia
Juazeiro,Juazeiro,Bahia
Curaçá,Juazeiro,Bahia
Casa Nova,Juazeiro,Bahia
Campo Alegre de Lourdes,Juazeiro,Bahia
Senhor do Bonfim,Senhor do Bonfim,Bahia
Ponto Novo,Senhor do Bonfim,Bahia
Pindobaçu,Senhor do Bonfim,Bahia
Jaguarari,Senhor do Bonfim,Bahia
Itiúba,Senhor do Bonfim,Bahia
Filadélfia,Senhor do Bonfim,Bahia
Campo Formoso,Senhor do Bonfim,Bahia
Antônio Gonçalves,Senhor do Bonfim,Bahia
Andorinha,Senhor do Bonfim,Bahia
Santa Brígida,Paulo Afonso,Bahia
Rodelas,Paulo Afonso,Bahia
Paulo Afonso,Paulo Afonso,Bahia
Macururé,Paulo Afonso,Bahia
Glória,Paulo Afonso,Bahia
Chorrochó,Paulo Afonso,Bahia
Abaré,Paulo Afonso,Bahia
Tucano,Ribeira do Pombal,Bahia
Ribeira do Pombal,Ribeira do Pombal,Bahia
Ribeira do Amparo,Ribeira do Pombal,Bahia
Olindina,Ribeira do Pombal,Bahia
Nova Soure,Ribeira do Pombal,Bahia
Cipó,Ribeira do Pombal,Bahia
Banzaê,Ribeira do Pombal,Bahia
Quijingue,Euclides da Cunha,Bahia
Monte Santo,Euclides da Cunha,Bahia
Euclides da Cunha,Euclides da Cunha,Bahia
Canudos,Euclides da Cunha,Bahia
Cansanção,Euclides da Cunha,Bahia
Paripiranga,Cícero Dantas,Bahia
Heliópolis,Cícero Dantas,Bahia
Fátima,Cícero Dantas,Bahia
Cícero Dantas,Cícero Dantas,Bahia
Antas,Cícero Dantas,Bahia
Adustina,Cícero Dantas,Bahia
Sítio do Quinto,Jeremoabo,Bahia
Pedro Alexandre,Jeremoabo,Bahia
Novo Triunfo,Jeremoabo,Bahia
Jeremoabo,Jeremoabo,Bahia
Coronel João Sá,Jeremoabo,Bahia
Várzea da Roça,Feira de Santana,Bahia
Tanquinho,Feira de Santana,Bahia
Serra Preta,Feira de Santana,Bahia
São Gonçalo dos Campos,Feira de Santana,Bahia
Santo Estêvão,Feira de Santana,Bahia
Santanópolis,Feira de Santana,Bahia
Santa Bárbara,Feira de Santana,Bahia
Riachão do Jacuípe,Feira de Santana,Bahia
Rafael Jambeiro,Feira de Santana,Bahia
Pintadas,Feira de Santana,Bahia
Pé de Serra,Feira de Santana,Bahia
Ouriçangas,Feira de Santana,Bahia
Nova Fátima,Feira de Santana,Bahia
Mundo Novo,Feira de Santana,Bahia
Mairi,Feira de Santana,Bahia
Macajuba,Feira de Santana,Bahia
Lamarão,Feira de Santana,Bahia
Irará,Feira de Santana,Bahia
Ipirá,Feira de Santana,Bahia
Ipecaetá,Feira de Santana,Bahia
Ichu,Feira de Santana,Bahia
Gavião,Feira de Santana,Bahia
Feira de Santana,Feira de Santana,Bahia
Coração de Maria,Feira de Santana,Bahia
Conceição do Jacuípe,Feira de Santana,Bahia
Conceição da Feira,Feira de Santana,Bahia
Capela do Alto Alegre,Feira de Santana,Bahia
Candeal,Feira de Santana,Bahia
Baixa Grande,Feira de Santana,Bahia
Antônio Cardoso,Feira de Santana,Bahia
Anguera,Feira de Santana,Bahia
Amélia Rodrigues,Feira de Santana,Bahia
Água Fria,Feira de Santana,Bahia
Várzea Nova,Jacobina,Bahia
Várzea do Poço,Jacobina,Bahia
Umburanas,Jacobina,Bahia
Tapiramutá,Jacobina,Bahia
Serrolândia,Jacobina,Bahia
Saúde,Jacobina,Bahia
São José do Jacuípe,Jacobina,Bahia
Quixabeira,Jacobina,Bahia
Piritiba,Jacobina,Bahia
Ourolândia,Jacobina,Bahia
Mirangaba,Jacobina,Bahia
Miguel Calmon,Jacobina,Bahia
Jacobina,Jacobina,Bahia
Capim Grosso,Jacobina,Bahia
Caldeirão Grande,Jacobina,Bahia
Caém,Jacobina,Bahia
Wagner,Itaberaba,Bahia
Utinga,Itaberaba,Bahia
Ruy Barbosa,Itaberaba,Bahia
Nova Redenção,Itaberaba,Bahia
Marcionílio Souza,Itaberaba,Bahia
Lajedinho,Itaberaba,Bahia
Itaeté,Itaberaba,Bahia
Itaberaba,Itaberaba,Bahia
Ibiquera,Itaberaba,Bahia
Iaçu,Itaberaba,Bahia
Boa Vista do Tupim,Itaberaba,Bahia
Andaraí,Itaberaba,Bahia
Valente,Conceição do Coité,Bahia
São Domingos,Conceição do Coité,Bahia
Santaluz,Conceição do Coité,Bahia
Retirolândia,Conceição do Coité,Bahia
Queimadas,Conceição do Coité,Bahia
Nordestina,Conceição do Coité,Bahia
Conceição do Coité,Conceição do Coité,Bahia
Teofilândia,Serrinha,Bahia
Serrinha,Serrinha,Bahia
Biritinga,Serrinha,Bahia
Barrocas,Serrinha,Bahia
Araci,Serrinha,Bahia
Souto Soares,Seabra,Bahia
Seabra,Seabra,Bahia
Piatã,Seabra,Bahia
Palmeiras,Seabra,Bahia
Novo Horizonte,Seabra,Bahia
Mucugê,Seabra,Bahia
Lençóis,Seabra,Bahia
Iraquara,Seabra,Bahia
Ibitiara,Seabra,Bahia
Boninal,Seabra,Bahia
Vespasiano,Belo Horizonte,Minas Gerais
Taquaraçu de Minas,Belo Horizonte,Minas Gerais
Sarzedo,Belo Horizonte,Minas Gerais
São José da Lapa,Belo Horizonte,Minas Gerais
São Joaquim de Bicas,Belo Horizonte,Minas Gerais
Santa Luzia,Belo Horizonte,Minas Gerais
Sabará,Belo Horizonte,Minas Gerais
Rio Acima,Belo Horizonte,Minas Gerais
Ribeirão das Neves,Belo Horizonte,Minas Gerais
Raposos,Belo Horizonte,Minas Gerais
Pedro Leopoldo,Belo Horizonte,Minas Gerais
Nova Lima,Belo Horizonte,Minas Gerais
Moeda,Belo Horizonte,Minas Gerais
Mateus Leme,Belo Horizonte,Minas Gerais
Mário Campos,Belo Horizonte,Minas Gerais
Igarapé,Belo Horizonte,Minas Gerais
Ibirité,Belo Horizonte,Minas Gerais
Florestal,Belo Horizonte,Minas Gerais
Esmeraldas,Belo Horizonte,Minas Gerais
Contagem,Belo Horizonte,Minas Gerais
Confins,Belo Horizonte,Minas Gerais
Caeté,Belo Horizonte,Minas Gerais
Brumadinho,Belo Horizonte,Minas Gerais
Betim,Belo Horizonte,Minas Gerais
Belo Horizonte,Belo Horizonte,Minas Gerais
Lagoa Santa,Belo Horizonte,Minas Gerais
Juatuba,Belo Horizonte,Minas Gerais
Nova União,Belo Horizonte,Minas Gerais
Jaboticatubas,Belo Horizonte,Minas Gerais
Sete Lagoas,Sete Lagoas,Minas Gerais
Santana do Riacho,Sete Lagoas,Minas Gerais
Santana de Pirapama,Sete Lagoas,Minas Gerais
Prudente de Morais,Sete Lagoas,Minas Gerais
Paraopeba,Sete Lagoas,Minas Gerais
Morro do Pilar,Sete Lagoas,Minas Gerais
Matozinhos,Sete Lagoas,Minas Gerais
Funilândia,Sete Lagoas,Minas Gerais
Fortuna de Minas,Sete Lagoas,Minas Gerais
Cordisburgo,Sete Lagoas,Minas Gerais
Congonhas do Norte,Sete Lagoas,Minas Gerais
Conceição do Mato Dentro,Sete Lagoas,Minas Gerais
Capim Branco,Sete Lagoas,Minas Gerais
Caetanópolis,Sete Lagoas,Minas Gerais
Cachoeira da Prata,Sete Lagoas,Minas Gerais
Baldim,Sete Lagoas,Minas Gerais
Araçaí,Sete Lagoas,Minas Gerais
Jequitibá,Sete Lagoas,Minas Gerais
Inhaúma,Sete Lagoas,Minas Gerais
Santa Bárbara,Santa Bárbara - Ouro Preto,Minas Gerais
Ouro Preto,Santa Bárbara - Ouro Preto,Minas Gerais
Mariana,Santa Bárbara - Ouro Preto,Minas Gerais
Catas Altas,Santa Bárbara - Ouro Preto,Minas Gerais
Barão de Cocais,Santa Bárbara - Ouro Preto,Minas Gerais
Itabirito,Santa Bárbara - Ouro Preto,Minas Gerais
Três Marias,Curvelo,Minas Gerais
Santo Hipólito,Curvelo,Minas Gerais
Presidente Juscelino,Curvelo,Minas Gerais
Morro da Garça,Curvelo,Minas Gerais
Monjolos,Curvelo,Minas Gerais
Felixlândia,Curvelo,Minas Gerais
Curvelo,Curvelo,Minas Gerais
Corinto,Curvelo,Minas Gerais
Buenópolis,Curvelo,Minas Gerais
Augusto de Lima,Curvelo,Minas Gerais
Inimutaba,Curvelo,Minas Gerais
São Sebastião do Rio Preto,Itabira,Minas Gerais
Santo Antônio do Rio Abaixo,Itabira,Minas Gerais
Santa Maria de Itabira,Itabira,Minas Gerais
Passabém,Itabira,Minas Gerais
Ferros,Itabira,Minas Gerais
Carmésia,Itabira,Minas Gerais
Bom Jesus do Amparo,Itabira,Minas Gerais
Itambé do Mato Dentro,Itabira,Minas Gerais
Itabira,Itabira,Minas Gerais
Varzelândia,Montes Claros,Minas Gerais
São João do Pacuí,Montes Claros,Minas Gerais
São João da Ponte,Montes Claros,Minas Gerais
São João da Lagoa,Montes Claros,Minas Gerais
Patis,Montes Claros,Minas Gerais
Olhos-d'Água,Montes Claros,Minas Gerais
Montes Claros,Montes Claros,Minas Gerais
Mirabela,Montes Claros,Minas Gerais
Ibiracatu,Montes Claros,Minas Gerais
Guaraciama,Montes Claros,Minas Gerais
Grão Mogol,Montes Claros,Minas Gerais
Glaucilândia,Montes Claros,Minas Gerais
Francisco Sá,Montes Claros,Minas Gerais
Francisco Dumont,Montes Claros,Minas Gerais
Engenheiro Navarro,Montes Claros,Minas Gerais
Cristália,Montes Claros,Minas Gerais
Coração de Jesus,Montes Claros,Minas Gerais
Claro dos Poções,Montes Claros,Minas Gerais
Capitão Enéas,Montes Claros,Minas Gerais
Campo Azul,Montes Claros,Minas Gerais
Brasília de Minas,Montes Claros,Minas Gerais
Botumirim,Montes Claros,Minas Gerais
Bocaiúva,Montes Claros,Minas Gerais
Luislândia,Montes Claros,Minas Gerais
Lontra,Montes Claros,Minas Gerais
Lagoa dos Patos,Montes Claros,Minas Gerais
Juramento,Montes Claros,Minas Gerais
Josenópolis,Montes Claros,Minas Gerais
Joaquim Felício,Montes Claros,Minas Gerais
Jequitaí,Montes Claros,Minas Gerais
Japonvar,Montes Claros,Minas Gerais
Itacambira,Montes Claros,Minas Gerais
Verdelândia,Janaúba,Minas Gerais
Serranópolis de Minas,Janaúba,Minas Gerais
Riacho dos Machados,Janaúba,Minas Gerais
Porteirinha,Janaúba,Minas Gerais
Pai Pedro,Janaúba,Minas Gerais
Nova Porteirinha,Janaúba,Minas Gerais
Miravânia,Janaúba,Minas Gerais
Matias Cardoso,Janaúba,Minas Gerais
Manga,Janaúba,Minas Gerais
Janaúba,Janaúba,Minas Gerais
Jaíba,Janaúba,Minas Gerais
Vargem Grande do Rio Pardo,Salinas,Minas Gerais
Taiobeiras,Salinas,Minas Gerais
São João do Paraíso,Salinas,Minas Gerais
Santa Cruz de Salinas,Salinas,Minas Gerais
Salinas,Salinas,Minas Gerais
Rubelita,Salinas,Minas Gerais
Rio Pardo de Minas,Salinas,Minas Gerais
Padre Carvalho,Salinas,Minas Gerais
Novorizonte,Salinas,Minas Gerais
Ninheira,Salinas,Minas Gerais
Fruta de Leite,Salinas,Minas Gerais
Curral de Dentro,Salinas,Minas Gerais
Berizal,Salinas,Minas Gerais
Indaiabira,Salinas,Minas Gerais
São João das Missões,Januária,Minas Gerais
Pedras de Maria da Cruz,Januária,Minas Gerais
Montalvânia,Januária,Minas Gerais
Cônego Marinho,Januária,Minas Gerais
Bonito de Minas,Januária,Minas Gerais
Juvenília,Januária,Minas Gerais
Januária,Januária,Minas Gerais
Itacarambi,Januária,Minas Gerais
Várzea da Palma,Pirapora,Minas Gerais
Santa Fé de Minas,Pirapora,Minas Gerais
Ponto Chique,Pirapora,Minas Gerais
Pirapora,Pirapora,Minas Gerais
Ibiaí,Pirapora,Minas Gerais
Buritizeiro,Pirapora,Minas Gerais
Lassance,Pirapora,Minas Gerais
Ubaí,São Francisco,Minas Gerais
São Romão,São Francisco,Minas Gerais
São Francisco,São Francisco,Minas Gerais
Pintópolis,São Francisco,Minas Gerais
Icaraí de Minas,São Francisco,Minas Gerais
Chapada Gaúcha,São Francisco,Minas Gerais
Santo Antônio do Retiro,Espinosa,Minas Gerais
Montezuma,Espinosa,Minas Gerais
Monte Azul,Espinosa,Minas Gerais
Mato Verde,Espinosa,Minas Gerais
Mamonas,Espinosa,Minas Gerais
Gameleiras,Espinosa,Minas Gerais
Espinosa,Espinosa,Minas Gerais
Catuti,Espinosa,Minas Gerais
Teófilo Otoni,Teófilo Otoni,Minas Gerais
Serra dos Aimorés,Teófilo Otoni,Minas Gerais
Setubinha,Teófilo Otoni,Minas Gerais
São José do Divino,Teófilo Otoni,Minas Gerais
Poté,Teófilo Otoni,Minas Gerais
Ponto dos Volantes,Teófilo Otoni,Minas Gerais
Pescador,Teófilo Otoni,Minas Gerais
Pavão,Teófilo Otoni,Minas Gerais
Padre Paraíso,Teófilo Otoni,Minas Gerais
Ouro Verde de Minas,Teófilo Otoni,Minas Gerais
Novo Oriente de Minas,Teófilo Otoni,Minas Gerais
Novo Cruzeiro,Teófilo Otoni,Minas Gerais
Nova Módica,Teófilo Otoni,Minas Gerais
Nanuque,Teófilo Otoni,Minas Gerais
Monte Formoso,Teófilo Otoni,Minas Gerais
Malacacheta,Teófilo Otoni,Minas Gerais
Frei Gaspar,Teófilo Otoni,Minas Gerais
Franciscópolis,Teófilo Otoni,Minas Gerais
Catuji,Teófilo Otoni,Minas Gerais
Carlos Chagas,Teófilo Otoni,Minas Gerais
Caraí,Teófilo Otoni,Minas Gerais
Campanário,Teófilo Otoni,Minas Gerais
Ataléia,Teófilo Otoni,Minas Gerais
Ladainha,Teófilo Otoni,Minas Gerais
Itaobim,Teófilo Otoni,Minas Gerais
Itambacuri,Teófilo Otoni,Minas Gerais
Itaipé,Teófilo Otoni,Minas Gerais
Veredinha,Capelinha,Minas Gerais
Turmalina,Capelinha,Minas Gerais
Minas Novas,Capelinha,Minas Gerais
Chapada do Norte,Capelinha,Minas Gerais
Capelinha,Capelinha,Minas Gerais
Aricanduva,Capelinha,Minas Gerais
Angelândia,Capelinha,Minas Gerais
Água Boa,Capelinha,Minas Gerais
Leme do Prado,Capelinha,Minas Gerais
Itamarandiba,Capelinha,Minas Gerais
Santo Antônio do Jacinto,Almenara,Minas Gerais
Santa Maria do Salto,Almenara,Minas Gerais
Salto da Divisa,Almenara,Minas Gerais
Rubim,Almenara,Minas Gerais
Rio do Prado,Almenara,Minas Gerais
Palmópolis,Almenara,Minas Gerais
Mata Verde,Almenara,Minas Gerais
Felisburgo,Almenara,Minas Gerais
Bandeira,Almenara,Minas Gerais
Almenara,Almenara,Minas Gerais
Jordânia,Almenara,Minas Gerais
Joaíma,Almenara,Minas Gerais
Jequitinhonha,Almenara,Minas Gerais
Jacinto,Almenara,Minas Gerais
Serro,Diamantina,Minas Gerais
Serra Azul de Minas,Diamantina,Minas Gerais
Senador Modestino Gonçalves,Diamantina,Minas Gerais
Santo Antônio do Itambé,Diamantina,Minas Gerais
Presidente Kubitschek,Diamantina,Minas Gerais
Gouveia,Diamantina,Minas Gerais
São Gonçalo do Rio Preto,Diamantina,Minas Gerais
Felício dos Santos,Diamantina,Minas Gerais
Diamantina,Diamantina,Minas Gerais
Datas,Diamantina,Minas Gerais
Couto de Magalhães de Minas,Diamantina,Minas Gerais
Carbonita,Diamantina,Minas Gerais
Alvorada de Minas,Diamantina,Minas Gerais
Virgem da Lapa,Araçuaí,Minas Gerais
Francisco Badaró,Araçuaí,Minas Gerais
Coronel Murta,Araçuaí,Minas Gerais
Berilo,Araçuaí,Minas Gerais
Araçuaí,Araçuaí,Minas Gerais
José Gonçalves de Minas,Araçuaí,Minas Gerais
Jenipapo de Minas,Araçuaí,Minas Gerais
Itinga,Araçuaí,Minas Gerais
Pedra Azul,Pedra Azul,Minas Gerais
Medina,Pedra Azul,Minas Gerais
Divisópolis,Pedra Azul,Minas Gerais
Divisa Alegre,Pedra Azul,Minas Gerais
Comercinho,Pedra Azul,Minas Gerais
Cachoeira de Pajeú,Pedra Azul,Minas Gerais
Águas Vermelhas,Pedra Azul,Minas Gerais
Umburatiba,Águas Formosas,Minas Gerais
Santa Helena de Minas,Águas Formosas,Minas Gerais
Fronteira dos Vales,Águas Formosas,Minas Gerais
Crisólita,Águas Formosas,Minas Gerais
Bertópolis,Águas Formosas,Minas Gerais
Águas Formosas,Águas Formosas,Minas Gerais
Machacalis,Águas Formosas,Minas Gerais
Virgolândia,Governador Valadares,Minas Gerais
Mathias Lobato,Governador Valadares,Minas Gerais
Tumiritinga,Governador Valadares,Minas Gerais
Tarumirim,Governador Valadares,Minas Gerais
Sobrália,Governador Valadares,Minas Gerais
Sardoá,Governador Valadares,Minas Gerais
São José da Safira,Governador Valadares,Minas Gerais
São Geraldo do Baixio,Governador Valadares,Minas Gerais
São Geraldo da Piedade,Governador Valadares,Minas Gerais
Santa Efigênia de Minas,Governador Valadares,Minas Gerais
Nacip Raydan,Governador Valadares,Minas Gerais
Marilac,Governador Valadares,Minas Gerais
Governador Valadares,Governador Valadares,Minas Gerais
Gonzaga,Governador Valadares,Minas Gerais
Goiabeira,Governador Valadares,Minas Gerais
Galiléia,Governador Valadares,Minas Gerais
Frei Inocêncio,Governador Valadares,Minas Gerais
Fernandes Tourinho,Governador Valadares,Minas Gerais
Engenheiro Caldas,Governador Valadares,Minas Gerais
Divino das Laranjeiras,Governador Valadares,Minas Gerais
Coroaci,Governador Valadares,Minas Gerais
Conselheiro Pena,Governador Valadares,Minas Gerais
Capitão Andrade,Governador Valadares,Minas Gerais
Alpercata,Governador Valadares,Minas Gerais
Jampruca,Governador Valadares,Minas Gerais
Itanhomi,Governador Valadares,Minas Gerais
Virginópolis,Guanhães,Minas Gerais
Senhora do Porto,Guanhães,Minas Gerais
São Sebastião do Maranhão,Guanhães,Minas Gerais
São Pedro do Suaçuí,Guanhães,Minas Gerais
São José do Jacuri,Guanhães,Minas Gerais
São João Evangelista,Guanhães,Minas Gerais
Santa Maria do Suaçuí,Guanhães,Minas Gerais
Sabinópolis,Guanhães,Minas Gerais
Rio Vermelho,Guanhães,Minas Gerais
Peçanha,Guanhães,Minas Gerais
Paulistas,Guanhães,Minas Gerais
Materlândia,Guanhães,Minas Gerais
Guanhães,Guanhães,Minas Gerais
Frei Lagonegro,Guanhães,Minas Gerais
Dores de Guanhães,Guanhães,Minas Gerais
Dom Joaquim,Guanhães,Minas Gerais
Divinolândia de Minas,Guanhães,Minas Gerais
Coluna,Guanhães,Minas Gerais
Cantagalo,Guanhães,Minas Gerais
José Raydan,Guanhães,Minas Gerais
São João do Manteninha,Mantena,Minas Gerais
São Félix de Minas,Mantena,Minas Gerais
Nova Belém,Mantena,Minas Gerais
Mendes Pimentel,Mantena,Minas Gerais
Mantena,Mantena,Minas Gerais
Central de Minas,Mantena,Minas Gerais
Itabirinha,Mantena,Minas Gerais
Santa Rita do Itueto,Aimorés - Resplendor,Minas Gerais
Resplendor,Aimorés - Resplendor,Minas Gerais
Cuparaque,Aimorés - Resplendor,Minas Gerais
Aimorés,Aimorés - Resplendor,Minas Gerais
Itueta,Aimorés - Resplendor,Minas Gerais
Timóteo,Ipatinga,Minas Gerais
São José do Goiabal,Ipatinga,Minas Gerais
São João do Oriente,Ipatinga,Minas Gerais
Santana do Paraíso,Ipatinga,Minas Gerais
Pingo-d'Água,Ipatinga,Minas Gerais
Periquito,Ipatinga,Minas Gerais
Naque,Ipatinga,Minas Gerais
Mesquita,Ipatinga,Minas Gerais
Marliéria,Ipatinga,Minas Gerais
Iapu,Ipatinga,Minas Gerais
Dom Cavati,Ipatinga,Minas Gerais
Dionísio,Ipatinga,Minas Gerais
Coronel Fabriciano,Ipatinga,Minas Gerais
Bugre,Ipatinga,Minas Gerais
Braúnas,Ipatinga,Minas Gerais
Belo Oriente,Ipatinga,Minas Gerais
Antônio Dias,Ipatinga,Minas Gerais
Açucena,Ipatinga,Minas Gerais
Joanésia,Ipatinga,Minas Gerais
Jaguaraçu,Ipatinga,Minas Gerais
Ipatinga,Ipatinga,Minas Gerais
Ipaba,Ipatinga,Minas Gerais
Vermelho Novo,Caratinga,Minas Gerais
Vargem Alegre,Caratinga,Minas Gerais
Ubaporanga,Caratinga,Minas Gerais
São Sebastião do Anta,Caratinga,Minas Gerais
São Domingos das Dores,Caratinga,Minas Gerais
Santa Rita de Minas,Caratinga,Minas Gerais
Santa Bárbara do Leste,Caratinga,Minas Gerais
Raul Soares,Caratinga,Minas Gerais
Piedade de Caratinga,Caratinga,Minas Gerais
Entre Folhas,Caratinga,Minas Gerais
Córrego Novo,Caratinga,Minas Gerais
Caratinga,Caratinga,Minas Gerais
Bom Jesus do Galho,Caratinga,Minas Gerais
Alvarenga,Caratinga,Minas Gerais
Inhapim,Caratinga,Minas Gerais
Imbé de Minas,Caratinga,Minas Gerais
São Gonçalo do Rio Abaixo,João Monlevade,Minas Gerais
São Domingos do Prata,João Monlevade,Minas Gerais
Rio Piracicaba,João Monlevade,Minas Gerais
Nova Era,João Monlevade,Minas Gerais
Bela Vista de Minas,João Monlevade,Minas Gerais
João Monlevade,João Monlevade,Minas Gerais
Simão Pereira,Juiz de Fora,Minas Gerais
Santos Dumont,Juiz de Fora,Minas Gerais
Santa Rita de Jacutinga,Juiz de Fora,Minas Gerais
Santana do Deserto,Juiz de Fora,Minas Gerais
Santa Bárbara do Monte Verde,Juiz de Fora,Minas Gerais
Rio Preto,Juiz de Fora,Minas Gerais
Rio Novo,Juiz de Fora,Minas Gerais
Piau,Juiz de Fora,Minas Gerais
Pedro Teixeira,Juiz de Fora,Minas Gerais
Passa-Vinte,Juiz de Fora,Minas Gerais
Paiva,Juiz de Fora,Minas Gerais
Oliveira Fortes,Juiz de Fora,Minas Gerais
Olaria,Juiz de Fora,Minas Gerais
Matias Barbosa,Juiz de Fora,Minas Gerais
Goianá,Juiz de Fora,Minas Gerais
Ewbank da Câmara,Juiz de Fora,Minas Gerais
Coronel Pacheco,Juiz de Fora,Minas Gerais
Chiador,Juiz de Fora,Minas Gerais
Chácara,Juiz de Fora,Minas Gerais
Bom Jardim de Minas,Juiz de Fora,Minas Gerais
Bocaina de Minas,Juiz de Fora,Minas Gerais
Bias Fortes,Juiz de Fora,Minas Gerais
Belmiro Braga,Juiz de Fora,Minas Gerais
Arantina,Juiz de Fora,Minas Gerais
Aracitaba,Juiz de Fora,Minas Gerais
Andrelândia,Juiz de Fora,Minas Gerais
Lima Duarte,Juiz de Fora,Minas Gerais
Liberdade,Juiz de Fora,Minas Gerais
Juiz de Fora,Juiz de Fora,Minas Gerais
Taparuba,Manhuaçu,Minas Gerais
Simonésia,Manhuaçu,Minas Gerais
São José do Mantimento,Manhuaçu,Minas Gerais
São João do Manhuaçu,Manhuaçu,Minas Gerais
Santana do Manhuaçu,Manhuaçu,Minas Gerais
Santa Margarida,Manhuaçu,Minas Gerais
Reduto,Manhuaçu,Minas Gerais
Alto Jequitibá,Manhuaçu,Minas Gerais
